loan_id,origination_date,orig_credit_score,current_credit_score,original_balance,current_balance,credit_limit,interest_rate,days_past_due,watchlist_flag,default_flag,months_on_book,utilization,credit_score_change,stage,LGD,EAD,balance_to_original_ratio,high_utilization_flag,score_deteriorated_flag,loan_type_term,region_North,region_South,region_West,loan_purpose_debt_consolidation,loan_purpose_home_improvement,loan_purpose_personal,PD_12month,years_remaining,PD_lifetime,PD_used,ECL
9745,2022-04-13,623,581,29721.26,8547.68,,13.81,32,0,0,33.1,,-42,Stage 2,0.436,8547.68,0.288,0,1,True,True,False,False,False,False,False,0.7001202017790319,2.2416666666666667,0.932781317548488,0.932781317548488,3476.28
9746,2022-05-23,588,575,18689.89,9785.69,,13.72,41,0,0,31.8,,-13,Stage 2,0.831,9785.69,0.524,0,0,True,False,False,True,True,False,False,0.8081993100639981,2.35,0.9793605610322349,0.9793605610322349,7964.07
9747,2021-04-16,832,847,10362.98,4447.17,9387.03,9.11,10,0,0,45.2,0.474,15,Stage 1,0.91,6917.1,0.429,0,0,False,False,False,False,False,False,True,0.03963849359870236,1.233333333333333,0.048659064606168534,0.03963849359870236,249.51
9748,2024-08-10,677,667,8750.76,7691.91,,5.49,12,0,0,4.8,,-10,Stage 1,0.64,7691.91,0.879,0,0,True,False,False,False,False,True,False,0.32669145325957094,4.6,0.8378992644531834,0.32669145325957094,1608.24
9749,2023-12-26,789,803,27362.82,18983.15,,13.03,4,0,0,12.4,,14,Stage 1,0.41,18983.15,0.694,0,0,True,True,False,False,False,False,False,0.112888072517605,3.966666666666667,0.37820428231187453,0.112888072517605,878.62
9750,2021-07-14,749,743,22352.34,8420.9,22076.21,3.0,0,0,0,42.2,0.381,-6,Stage 1,0.637,15248.56,0.377,0,0,False,False,False,True,False,True,False,0.1327840863694532,1.483333333333333,0.19049027459687318,0.1327840863694532,1289.78
9751,2024-04-26,660,637,2821.97,2243.36,,10.56,19,0,0,8.3,,-23,Stage 1,0.878,2243.36,0.795,0,0,True,False,False,False,True,False,False,0.40534690611277274,4.308333333333334,0.8934747161694006,0.40534690611277274,798.4
9752,2021-02-16,690,687,21898.36,6951.64,,10.46,6,0,0,47.2,,-3,Stage 1,0.844,6951.64,0.317,0,0,True,True,False,False,True,False,False,0.36136716758445475,1.0666666666666664,0.38017656641042374,0.36136716758445475,2120.21
9753,2024-10-17,689,678,27356.67,25796.27,,9.14,6,0,0,2.5,,-11,Stage 1,0.854,25796.27,0.943,0,0,True,False,False,True,False,False,True,0.329803336923434,4.791666666666667,0.8530332237342698,0.329803336923434,7265.57
9754,2023-10-06,790,788,11732.26,7473.39,20871.85,10.19,5,0,0,15.1,0.358,-2,Stage 1,0.841,14172.62,0.637,0,0,False,False,False,True,True,False,False,0.07438931699515129,3.7416666666666667,0.25116504668471984,0.07438931699515129,886.66
9755,2022-06-21,729,736,5994.02,2865.32,,5.04,1,0,0,30.8,,7,Stage 1,0.672,2865.32,0.478,0,0,True,False,False,False,False,True,False,0.16648891633774346,2.433333333333333,0.3579763551066153,0.16648891633774346,320.57
9756,2023-04-27,631,623,22622.86,15525.74,,5.85,19,0,0,20.5,,-8,Stage 1,0.865,15525.74,0.686,0,0,True,False,True,False,False,False,True,0.6019099985593238,3.291666666666667,0.951775061787386,0.6019099985593238,8083.51
9757,2022-12-10,701,683,7556.97,3442.12,,5.16,7,0,0,25.1,,-18,Stage 1,0.917,3442.12,0.455,0,0,True,False,True,False,False,False,True,0.2467349055544154,2.908333333333333,0.5613447713243782,0.2467349055544154,778.8
9758,2024-06-23,728,705,2473.23,2302.99,5723.46,5.53,1,0,0,6.4,0.402,-23,Stage 1,0.478,4013.22,0.931,0,0,False,False,False,True,False,False,False,0.1833341502924249,4.466666666666667,0.5953014653617714,0.1833341502924249,351.69
9759,2023-03-19,609,575,14527.48,5157.84,,6.89,33,0,0,21.8,,-34,Stage 2,0.655,5157.84,0.355,0,1,True,False,False,True,False,True,False,0.6791984315662675,3.1833333333333336,0.9731968314546597,0.9731968314546597,3287.83
9760,2022-09-04,709,692,22768.81,15610.06,,8.47,3,0,0,28.3,,-17,Stage 1,0.815,15610.06,0.686,0,0,True,True,False,False,True,False,False,0.27186860546066577,2.6416666666666666,0.5674820783709814,0.27186860546066577,3458.77
9761,2024-04-16,760,751,4828.54,3631.85,10502.72,11.99,1,0,0,8.7,0.346,-9,Stage 1,0.466,7067.28,0.752,0,0,False,False,False,True,False,False,False,0.12586374155536878,4.275,0.43733383391050296,0.12586374155536878,414.51
9762,2021-04-25,628,609,9027.4,902.74,,14.87,26,0,0,44.9,,-19,Stage 1,0.693,902.74,0.1,0,0,True,True,False,False,False,True,False,0.637997553738302,1.2583333333333333,0.7215725963877215,0.637997553738302,399.13
9763,2022-11-11,636,646,10981.37,7412.74,12881.22,6.52,21,0,0,26.1,0.575,10,Stage 1,0.642,10146.98,0.675,0,0,False,True,False,False,False,True,False,0.6390721696340173,2.8249999999999997,0.943803075606011,0.6390721696340173,4163.15
9764,2022-09-23,749,753,15093.75,6235.9,10309.88,8.77,0,0,0,27.7,0.605,4,Stage 1,0.898,8272.89,0.413,0,0,False,True,False,False,False,False,True,0.1522129108987481,2.691666666666667,0.35883181288906174,0.1522129108987481,1130.8
9765,2024-04-03,658,652,1374.92,1077.39,2758.81,9.3,10,0,0,9.1,0.391,-6,Stage 1,0.941,1918.1,0.784,0,0,False,False,False,True,False,False,True,0.43476212525724767,4.241666666666667,0.9110701474025917,0.43476212525724767,784.72
9766,2021-08-07,621,598,53436.96,5343.7,,6.33,24,0,0,41.4,,-23,Stage 1,0.654,5343.7,0.1,0,0,True,False,False,True,False,True,False,0.5763890325413044,1.5500000000000003,0.7358812986339179,0.5763890325413044,2014.35
9767,2021-07-16,732,726,11903.61,6404.03,,7.61,0,0,0,42.2,,-6,Stage 1,0.447,6404.03,0.538,0,0,True,True,False,False,False,False,False,0.22886837233625032,1.483333333333333,0.31989813581471227,0.22886837233625032,655.16
9768,2022-02-05,714,709,41207.72,15976.24,31587.71,14.08,3,0,0,35.4,0.506,-5,Stage 1,0.864,23781.98,0.388,0,0,False,False,False,False,False,False,True,0.21891163621730705,2.0500000000000003,0.39739137359232735,0.21891163621730705,4498.12
9769,2023-01-19,685,683,10452.51,6885.33,13199.21,12.59,8,0,0,23.8,0.522,-2,Stage 1,0.894,10042.27,0.659,0,0,False,False,False,True,False,False,True,0.3486147270628635,3.0166666666666666,0.7255829411952328,0.3486147270628635,3129.79
9770,2022-11-12,747,751,13972.97,3881.42,,12.96,2,0,0,26.0,,4,Stage 1,0.664,3881.42,0.278,0,0,True,False,True,False,False,True,False,0.1344038078992389,2.8333333333333335,0.33565532929201425,0.1344038078992389,346.39
9771,2021-03-17,751,753,6563.01,656.3,1046.61,10.66,0,0,0,46.2,0.627,2,Stage 1,0.696,851.46,0.1,0,0,False,False,False,False,False,True,False,0.12478107928520507,1.15,0.14210487005677208,0.12478107928520507,73.95
9772,2024-12-20,675,653,6750.21,6595.41,,11.54,9,0,0,0.4,,-22,Stage 1,0.896,6595.41,0.977,0,0,True,False,True,False,False,False,True,0.3326753723987579,4.966666666666667,0.8658652846058352,0.3326753723987579,1965.94
9773,2021-10-14,798,782,10083.08,1205.72,,10.09,5,0,0,39.2,,-16,Stage 1,0.489,1205.72,0.12,0,0,True,False,False,True,False,False,False,0.06928138189611006,1.733333333333333,0.11701790690747504,0.06928138189611006,40.85
9774,2024-08-15,775,785,22433.78,20454.43,,13.8,3,0,0,4.6,,10,Stage 1,0.858,20454.43,0.912,0,0,True,False,False,False,False,False,True,0.0924297364679033,4.616666666666667,0.36093182551446656,0.0924297364679033,1622.13
9775,2023-05-11,560,536,13733.32,9836.6,19432.12,3.0,53,1,1,20.0,0.506,-24,Stage 2,0.631,14634.36,0.716,0,0,False,False,False,True,False,True,False,0.8770152937924308,3.333333333333333,0.9990749390250147,0.9990749390250147,9225.74
9776,2023-01-12,618,589,19261.36,12776.88,,5.72,24,0,0,24.0,,-29,Stage 1,0.871,12776.88,0.663,0,0,True,False,False,True,False,False,True,0.6355171632338065,3.0,0.9515792794874885,0.6355171632338065,7072.46
9777,2021-10-21,544,533,14789.15,4103.95,,4.56,68,0,1,38.9,,-11,Stage 2,0.662,4103.95,0.277,0,0,True,False,False,False,False,True,False,0.9083440705882375,1.7583333333333333,0.985033083771375,0.985033083771375,2676.15
9778,2023-03-20,660,634,12840.85,9246.06,21202.46,6.95,6,0,0,21.8,0.436,-26,Stage 1,0.884,15224.26,0.72,0,0,False,False,False,True,False,False,True,0.4141414966501834,3.1833333333333336,0.8176915150220678,0.4141414966501834,5573.62
9779,2023-06-05,607,582,17580.9,11669.47,,9.16,35,0,0,19.2,,-25,Stage 2,0.625,11669.47,0.664,0,0,True,False,False,False,False,True,False,0.6831065988542291,3.4000000000000004,0.9799042201002177,0.9799042201002177,7146.85
9780,2022-02-18,631,607,9151.22,1558.41,,8.57,23,0,0,34.9,,-24,Stage 1,0.685,1558.41,0.17,0,0,True,False,False,True,False,True,False,0.5684630153853557,2.091666666666667,0.8275832859705293,0.5684630153853557,606.84
9781,2022-03-07,745,732,12194.08,1219.41,,6.44,1,0,0,34.4,,-13,Stage 1,0.489,1219.41,0.1,0,0,True,True,False,False,False,False,False,0.16993118400174606,2.1333333333333333,0.3278852748040567,0.16993118400174606,101.33
9782,2024-06-07,574,540,5740.88,4902.14,,9.51,45,0,0,6.9,,-34,Stage 2,0.657,4902.14,0.854,0,1,True,False,True,False,False,True,False,0.814100270418897,4.425,0.9994158041005641,0.9994158041005641,3218.82
9783,2024-01-25,687,667,14992.74,11443.04,,10.04,7,1,0,11.4,,-20,Stage 2,0.875,11443.04,0.763,0,0,True,True,False,False,False,False,True,0.33900968285845073,4.05,0.8130221571466508,0.8130221571466508,8140.51
9784,2021-06-20,687,666,9122.0,3682.98,7360.5,10.59,5,0,0,43.0,0.5,-21,Stage 1,0.666,5521.74,0.404,0,0,False,False,False,True,False,True,False,0.3133815189412752,1.4166666666666665,0.412942993486231,0.3133815189412752,1152.45
9785,2024-09-02,675,665,6284.0,5620.46,,11.29,10,0,0,4.0,,-10,Stage 1,0.852,5620.46,0.894,0,0,True,False,False,True,True,False,False,0.3653055812605282,4.666666666666667,0.880150791534217,0.3653055812605282,1749.31
9786,2022-06-28,687,682,5798.04,1942.55,3804.98,7.13,6,0,0,30.6,0.511,-5,Stage 1,0.931,2873.76,0.335,0,0,False,False,False,True,False,False,True,0.32465617239903105,2.4499999999999997,0.6177600368284855,0.32465617239903105,868.61
9787,2024-11-12,546,507,32795.8,31203.51,,12.0,62,0,0,1.7,,-39,Stage 2,0.402,31203.51,0.951,0,1,True,True,False,False,False,False,False,0.940162479355731,4.858333333333333,0.99999885677944,0.99999885677944,12543.8
9788,2023-09-16,631,605,6995.92,4461.54,,8.78,23,0,0,15.8,,-26,Stage 1,0.91,4461.54,0.638,0,0,True,False,False,True,False,False,True,0.559864889518281,3.6833333333333336,0.9513359234324524,0.559864889518281,2273.05
9789,2021-03-13,772,773,20868.25,2086.82,,11.26,1,0,0,46.3,,1,Stage 1,0.48,2086.82,0.1,0,0,True,False,False,False,False,False,False,0.10196978053168475,1.141666666666667,0.11554888035805733,0.10196978053168475,102.14
9790,2023-10-20,608,586,17306.03,13299.53,,7.11,21,0,0,14.6,,-22,Stage 1,0.82,13299.53,0.768,0,0,True,False,True,False,True,False,False,0.6873188358158245,3.783333333333333,0.9877029338758839,0.6873188358158245,7495.63
9791,2022-06-16,779,779,13723.22,4321.1,,14.15,4,0,0,31.0,,0,Stage 1,0.461,4321.1,0.315,0,0,True,False,False,True,False,False,False,0.1028878938071202,2.4166666666666665,0.23078767616785878,0.1028878938071202,204.96
9792,2021-08-27,595,571,22561.14,2256.11,,10.51,42,0,0,40.8,,-24,Stage 2,0.678,2256.11,0.1,0,0,True,False,False,True,False,True,False,0.7473903238982466,1.6,0.8893580118271898,0.8893580118271898,1360.4
9793,2022-12-12,588,567,20031.19,12104.31,,9.34,42,0,0,25.0,,-21,Stage 2,0.823,12104.31,0.604,0,0,True,False,True,False,True,False,False,0.8001640130211783,2.9166666666666665,0.9908736253939548,0.9908736253939548,9870.93
9794,2022-07-31,622,610,20238.55,13560.1,,5.36,22,0,0,29.5,,-12,Stage 1,0.819,13560.1,0.67,0,0,True,False,True,False,True,False,False,0.657926699654151,2.5416666666666665,0.9345535274980484,0.657926699654151,7306.75
9795,2024-01-18,747,736,34247.18,24800.05,,12.26,2,0,0,11.6,,-11,Stage 1,0.405,24800.05,0.724,0,0,True,False,True,False,False,False,False,0.1741844885342201,4.033333333333333,0.5378727492561434,0.1741844885342201,1749.51
9796,2022-12-14,647,631,41555.12,20812.8,,5.75,15,0,0,25.0,,-16,Stage 1,0.858,20812.8,0.501,0,0,True,True,False,False,False,False,True,0.5411746227380957,2.9166666666666665,0.8969285611834933,0.5411746227380957,9663.96
9797,2022-10-04,700,683,17072.53,8763.93,17817.92,15.65,6,0,0,27.3,0.492,-17,Stage 1,0.436,13290.92,0.513,0,0,False,True,False,False,False,False,False,0.348468515682235,2.725,0.6888470057113183,0.348468515682235,2019.32
9798,2024-03-23,684,650,9430.52,7256.32,,11.2,9,0,0,9.5,,-34,Stage 2,0.442,7256.32,0.769,0,1,True,False,False,True,False,False,False,0.357840982481161,4.208333333333333,0.8449413920633071,0.8449413920633071,2709.97
9799,2022-08-13,676,652,14528.01,4086.27,,5.09,4,0,0,29.1,,-24,Stage 1,0.863,4086.27,0.281,0,0,True,False,True,False,True,False,False,0.3351902831753327,2.5749999999999997,0.6505011927049094,0.3351902831753327,1182.03
9800,2021-07-09,756,769,5465.13,1645.81,2690.83,9.64,0,0,0,42.4,0.612,13,Stage 1,0.684,2168.32,0.301,0,0,False,False,False,True,False,True,False,0.13258578390389578,1.4666666666666668,0.1882936961223204,0.13258578390389578,196.64
9801,2023-03-23,726,728,36001.53,27296.09,75581.61,14.9,1,0,0,21.7,0.361,2,Stage 1,0.854,51438.85,0.758,0,0,False,False,False,True,False,False,True,0.2277311818796699,3.1916666666666664,0.5616767964692031,0.2277311818796699,10003.95
9802,2024-12-09,611,567,13590.88,13398.93,,8.96,34,0,0,0.8,,-44,Stage 2,0.42,13398.93,0.986,0,1,True,False,False,True,False,False,False,0.720640116454011,4.933333333333334,0.9981475666028742,0.9981475666028742,5617.13
9803,2024-03-23,663,639,60171.54,43968.13,,7.93,15,0,1,9.5,,-24,Stage 1,0.6,43968.13,0.731,0,0,True,True,False,False,False,True,False,0.5074996769203147,4.208333333333333,0.9492373712665224,0.5074996769203147,13388.29
9804,2023-10-12,784,781,9332.54,7124.01,,9.93,3,0,0,14.9,,-3,Stage 1,0.643,7124.01,0.763,0,0,True,False,True,False,False,True,False,0.07235253132478331,3.7583333333333333,0.24592541158995473,0.07235253132478331,331.43
9805,2022-09-17,699,687,4255.95,2708.55,,6.74,6,0,0,27.9,,-12,Stage 1,0.924,2708.55,0.636,0,0,True,False,False,True,False,False,True,0.26145439052304814,2.6750000000000003,0.5554615480210456,0.26145439052304814,654.34
9806,2024-09-24,589,556,27615.6,25113.13,58417.69,13.0,45,0,1,3.3,0.43,-33,Stage 2,0.605,41765.41,0.909,0,1,False,True,False,False,False,True,False,0.8301276875267165,4.725,0.9997696812580259,0.9997696812580259,25262.25
9807,2022-09-21,593,574,24579.33,17227.16,28179.41,6.43,38,0,0,27.8,0.611,-19,Stage 2,0.412,22703.28,0.701,0,0,False,False,False,False,False,False,False,0.8107243638030229,2.683333333333333,0.9885130653354655,0.9885130653354655,9246.31
9808,2023-06-08,733,740,22039.21,11030.03,,10.3,3,0,0,19.1,,7,Stage 1,0.827,11030.03,0.5,0,0,True,False,False,False,True,False,False,0.17046828705495157,3.408333333333333,0.47112165277790297,0.17046828705495157,1554.98
9809,2023-11-25,722,724,6810.88,4478.57,11061.7,12.75,3,0,0,13.4,0.405,2,Stage 1,0.66,7770.14,0.658,0,0,False,False,False,True,False,True,False,0.20005883957146628,3.8833333333333333,0.5797167618838579,0.20005883957146628,1025.96
9810,2023-02-23,624,596,9783.55,5068.26,,9.17,19,0,0,22.6,,-28,Stage 1,0.856,5068.26,0.518,0,0,True,False,False,True,True,False,False,0.5979097123498477,3.1166666666666663,0.9415467718837122,0.5979097123498477,2593.99
9811,2022-11-02,724,701,11405.68,4571.02,,12.87,1,0,0,26.4,,-23,Stage 1,0.909,4571.02,0.401,0,0,True,False,True,False,False,False,True,0.16884788141167645,2.8000000000000003,0.4041932138898542,0.16884788141167645,701.57
9812,2022-12-23,775,779,11929.48,8014.76,14732.59,8.43,2,0,0,24.7,0.544,4,Stage 1,0.889,11373.68,0.672,0,0,False,False,True,False,False,False,True,0.09427470484574837,2.941666666666667,0.25269475836569744,0.09427470484574837,953.23
9813,2022-06-10,767,749,10441.27,3492.02,,5.62,1,0,0,31.2,,-18,Stage 1,0.667,3492.02,0.334,0,0,True,False,False,True,False,True,False,0.0864491807371245,2.4,0.1950692708429227,0.0864491807371245,201.36
9814,2022-06-21,776,781,12741.4,4546.05,12093.08,11.23,3,0,0,30.8,0.376,5,Stage 1,0.859,8319.56,0.357,0,0,False,True,False,False,True,False,False,0.10903806257729395,2.433333333333333,0.24492411409889225,0.10903806257729395,779.24
9815,2023-04-27,713,717,6105.68,4406.7,11504.81,10.01,2,1,0,20.5,0.383,4,Stage 2,0.461,7955.75,0.722,0,0,False,False,False,True,False,False,False,0.28717214435156896,3.291666666666667,0.6718484089312319,0.6718484089312319,2464.07
9816,2024-05-26,669,658,26067.88,21319.83,,6.12,10,0,0,7.3,,-11,Stage 1,0.808,21319.83,0.818,0,0,True,False,True,False,True,False,False,0.42478916183081644,4.391666666666667,0.9118463077308165,0.42478916183081644,7317.6
9817,2024-07-01,655,626,20506.38,19156.78,,8.74,8,0,0,6.1,,-29,Stage 1,0.61,19156.78,0.934,0,0,True,False,True,False,False,True,False,0.43628605938476916,4.491666666666667,0.9238203456416859,0.43628605938476916,5098.28
9818,2023-09-23,678,653,23588.14,17321.74,,6.08,11,0,0,15.5,,-25,Stage 1,0.812,17321.74,0.734,0,0,True,True,False,False,True,False,False,0.3934432368956263,3.708333333333333,0.843391633942751,0.3934432368956263,5533.88
9819,2024-05-11,627,606,15971.7,13092.29,,8.98,32,0,0,7.8,,-21,Stage 2,0.82,13092.29,0.82,0,0,True,False,False,True,True,False,False,0.6331436558003871,4.35,0.9872486035784149,0.9872486035784149,10598.78
9820,2024-01-30,658,658,26691.34,18895.31,,15.85,24,0,0,11.2,,0,Stage 1,0.86,18895.31,0.708,0,0,True,False,True,False,False,False,True,0.513542740880755,4.066666666666666,0.9466278046947628,0.513542740880755,8345.05
9821,2024-10-16,756,753,2356.86,2227.72,,11.88,0,0,0,2.6,,-3,Stage 1,0.678,2227.72,0.945,0,0,True,False,False,True,False,True,False,0.102348114267307,4.783333333333333,0.40337742453719905,0.102348114267307,154.59
9822,2023-07-03,583,544,3726.58,1793.61,4653.09,10.88,31,0,0,18.3,0.385,-39,Stage 2,0.883,3223.35,0.481,0,1,False,False,True,False,True,False,False,0.7820384799492276,3.4749999999999996,0.9949780787025481,0.9949780787025481,2831.92
9823,2021-06-27,587,559,16918.36,4357.85,,9.51,35,0,0,42.8,,-28,Stage 2,0.661,4357.85,0.258,0,0,True,False,False,False,False,True,False,0.7506881296433724,1.4333333333333336,0.863437464526898,0.863437464526898,2487.17
9824,2021-10-03,729,742,15297.43,1529.74,,12.15,2,0,0,39.5,,13,Stage 1,0.486,1529.74,0.1,0,0,True,False,False,False,False,False,False,0.21040543691994806,1.7083333333333335,0.33206824963209813,0.21040543691994806,156.43
9825,2021-11-08,658,625,8061.02,3546.2,,9.23,10,0,0,38.3,,-33,Stage 2,0.667,3546.2,0.44,0,1,True,False,False,False,False,True,False,0.40761470938045746,1.8083333333333336,0.6120348510065734,0.6120348510065734,1447.66
9826,2024-12-04,564,547,22028.07,21596.05,34261.7,3.62,46,0,0,0.9,0.63,-17,Stage 2,0.407,27928.88,0.98,0,0,False,False,True,False,False,False,False,0.8932690172125863,4.925,0.9999836193642124,0.9999836193642124,11366.87
9827,2023-03-02,676,657,6942.93,2540.44,,4.98,9,1,0,22.4,,-19,Stage 2,0.676,2540.44,0.366,0,0,True,True,False,False,False,True,False,0.374775585044018,3.1333333333333337,0.7704313517423974,0.7704313517423974,1323.09
9828,2024-08-04,667,655,14613.24,13078.98,,7.35,12,0,0,5.0,,-12,Stage 1,0.62,13078.98,0.895,0,0,True,False,False,False,False,True,False,0.3787517626842377,4.583333333333333,0.8871594068831047,0.3787517626842377,3071.29
9829,2024-11-25,654,645,28349.13,27551.62,74498.46,7.74,17,0,0,1.2,0.37,-9,Stage 1,0.803,51025.04,0.972,0,0,False,False,True,False,True,False,False,0.539960905930204,4.9,0.9777313328573974,0.539960905930204,22123.88
9830,2024-05-25,721,704,10117.2,8001.19,,9.08,1,0,0,7.4,,-17,Stage 1,0.839,8001.19,0.791,0,0,True,False,False,True,True,False,False,0.18470983460506352,4.383333333333333,0.5914437809411437,0.18470983460506352,1239.96
9831,2022-11-29,600,586,5729.99,1517.21,,12.56,32,1,0,25.5,,-14,Stage 2,0.486,1517.21,0.265,0,0,True,False,False,False,False,False,False,0.7636884180866895,2.875,0.9841959135588991,0.9841959135588991,725.71
9832,2021-01-27,680,670,46678.23,14429.32,42033.49,10.17,10,0,0,47.8,0.343,-10,Stage 1,0.417,28231.4,0.309,0,0,False,True,False,False,False,False,False,0.45450441947541526,1.016666666666667,0.4599867404639675,0.45450441947541526,5350.65
9833,2023-07-02,667,664,19440.2,10245.42,,9.53,16,0,0,18.3,,-3,Stage 1,0.88,10245.42,0.527,0,0,True,True,False,False,False,False,True,0.45777758086108333,3.4749999999999996,0.8808026200896759,0.45777758086108333,4127.31
9834,2022-02-26,682,671,19949.22,1994.92,5529.12,5.69,8,0,0,34.7,0.361,-11,Stage 1,0.881,3762.02,0.1,0,0,False,True,False,False,True,False,False,0.36924217139471777,2.108333333333333,0.621519287541584,0.36924217139471777,1223.79
9835,2023-11-04,576,566,20666.81,17523.7,,8.54,47,0,0,14.1,,-10,Stage 2,0.412,17523.7,0.848,0,0,True,False,False,True,False,False,False,0.8731684357611468,3.825,0.9996285976829052,0.9996285976829052,7217.08
9836,2022-05-16,648,612,6285.03,2249.29,,7.14,12,0,0,32.0,,-36,Stage 2,0.878,2249.29,0.358,0,1,True,False,False,True,True,False,False,0.48244391159802646,2.3333333333333335,0.7849361987272994,0.7849361987272994,1550.15
